People,Density,EntryRate,Temp,Humidity,CO2,Airflow,Time,Session,OutsideTemp,RoomSize,ACCapacity,ACUnits,Feedback
103,0.52,10,28.51,57,1032,0.44,13,Empty,35,200,2.0,1,1
99,0.49,4,27.68,52,971,0.93,11,Networking,39,200,1.5,4,1
46,0.23,25,25.21,57,735,0.63,18,Networking,30,200,2.5,4,1
111,0.56,13,30.83,48,1000,0.94,10,Networking,41,200,2.5,3,1
124,0.62,4,29.03,59,1165,0.42,13,Networking,39,200,2.0,4,1
170,0.85,8,31.15,57,1468,0.93,15,Lecture,36,200,2.0,3,1
102,0.51,20,29.4,48,962,0.66,14,Lecture,40,200,2.0,3,1
22,0.11,15,24.45,44,609,0.99,9,Empty,30,200,1.5,3,1
196,0.98,24,33.72,59,1497,0.7,11,Empty,41,200,2.0,4,1
158,0.79,11,32.24,67,1310,0.28,17,Networking,32,200,2.5,2,1
42,0.21,7,27.0,46,708,0.23,18,Networking,39,200,2.0,1,0
112,0.56,3,27.07,46,1138,0.93,9,Empty,28,200,2.5,4,1
170,0.85,0,33.67,65,1461,0.54,12,Networking,37,200,2.0,1,1
4,0.02,14,22.62,45,391,0.69,12,Lecture,37,200,2.5,1,-1
48,0.24,2,27.19,69,632,0.78,11,Lecture,34,200,2.0,4,1
76,0.38,13,25.37,48,933,0.77,18,Empty,29,200,1.5,2,0
86,0.43,17,27.66,53,960,0.78,17,Empty,28,200,2.5,3,1
21,0.1,5,22.97,55,449,0.84,16,Empty,33,200,2.5,1,-1
35,0.17,3,24.61,74,587,0.87,15,Networking,34,200,2.5,2,1
57,0.28,23,25.81,44,737,0.59,16,Networking,41,200,2.0,2,0
27,0.14,9,24.28,66,631,0.62,18,Networking,37,200,1.5,3,0
19,0.1,3,25.34,47,558,0.38,17,Lecture,35,200,1.5,2,0
129,0.65,2,29.97,67,1218,0.73,12,Lecture,34,200,2.5,2,1
196,0.98,7,32.39,45,1607,0.48,12,Empty,34,200,2.0,2,1
57,0.28,3,25.14,59,739,0.4,16,Empty,29,200,1.5,3,0
123,0.61,18,30.07,47,1153,0.71,11,Lecture,30,200,1.5,4,1
69,0.34,2,26.63,49,821,0.26,15,Empty,29,200,2.0,3,0
92,0.46,4,28.31,65,961,0.94,10,Lecture,28,200,2.5,1,1
5,0.03,17,23.18,64,509,0.41,10,Lecture,28,200,2.5,1,-1
145,0.72,15,30.29,56,1309,0.48,13,Lecture,34,200,1.5,2,1
100,0.5,5,29.07,72,1008,0.47,12,Networking,30,200,2.5,4,1
19,0.1,6,25.0,58,561,0.94,10,Empty,42,200,1.5,1,0
126,0.63,11,28.34,59,1097,0.48,10,Lecture,34,200,2.5,2,1
191,0.95,25,32.34,50,1499,0.3,10,Lecture,30,200,2.5,1,1
180,0.9,13,33.43,40,1543,0.49,11,Networking,30,200,2.0,1,1
185,0.93,21,32.08,45,1491,0.66,11,Lecture,38,200,2.5,1,1
115,0.57,4,28.52,64,1033,0.73,13,Empty,38,200,2.0,1,1
117,0.58,7,30.39,68,1060,0.26,16,Empty,35,200,1.5,1,1
192,0.96,22,33.42,53,1495,0.5,13,Networking,37,200,1.5,2,1
6,0.03,13,24.32,75,387,0.78,14,Empty,41,200,1.5,1,1
42,0.21,0,26.61,50,663,0.21,13,Empty,33,200,2.5,3,0
166,0.83,14,33.42,67,1372,0.79,12,Networking,37,200,2.5,1,1
10,0.05,2,25.19,49,511,0.37,13,Empty,35,200,1.5,2,0
3,0.01,14,25.47,65,480,0.83,16,Empty,39,200,2.5,2,0
63,0.32,0,27.96,57,730,0.62,12,Lecture,34,200,2.0,2,1
14,0.07,3,23.29,68,550,0.84,10,Networking,35,200,2.0,1,-1
179,0.9,11,33.24,47,1525,0.6,12,Empty,32,200,2.5,2,1
158,0.79,18,31.94,43,1294,0.23,15,Lecture,41,200,2.0,4,1
45,0.23,18,25.14,69,657,0.41,15,Empty,37,200,2.0,4,1
29,0.14,2,24.28,53,648,0.7,15,Empty,35,200,2.5,4,0
138,0.69,20,30.77,72,1284,0.23,17,Networking,35,200,2.5,3,1
68,0.34,8,26.33,70,853,0.27,16,Empty,32,200,2.5,1,0
11,0.06,18,24.5,60,450,0.83,12,Empty,38,200,2.0,4,-1
43,0.21,11,24.85,57,595,0.66,15,Networking,33,200,2.5,3,0
126,0.63,5,30.12,46,1205,0.99,11,Networking,31,200,2.0,3,1
31,0.15,8,23.91,69,566,0.38,15,Networking,37,200,2.5,1,-1
10,0.05,5,25.2,66,436,0.31,14,Empty,40,200,2.5,1,0
76,0.38,12,26.11,62,825,0.57,14,Networking,33,200,2.5,4,-1
86,0.43,23,26.45,70,975,0.58,14,Empty,28,200,1.5,4,1
16,0.08,12,24.62,64,512,0.33,17,Lecture,39,200,2.0,2,-1
166,0.83,6,31.58,59,1383,0.91,11,Empty,37,200,2.0,4,1
142,0.71,15,30.56,63,1233,0.55,18,Lecture,40,200,1.5,1,1
182,0.91,6,31.45,68,1536,0.33,18,Lecture,28,200,2.0,4,1
166,0.83,25,32.63,60,1363,0.51,13,Empty,42,200,2.5,4,1
58,0.29,24,27.45,42,797,0.71,13,Lecture,35,200,2.5,2,1
47,0.23,22,26.58,56,752,0.37,16,Lecture,31,200,2.5,4,0
40,0.2,17,24.65,40,706,0.48,16,Networking,32,200,2.0,3,0
35,0.17,9,24.6,55,598,0.35,12,Empty,29,200,2.5,3,0
27,0.14,17,24.93,51,528,0.87,10,Networking,37,200,2.5,3,0
41,0.2,13,25.56,54,651,0.78,12,Lecture,31,200,2.0,2,0
101,0.51,23,28.87,46,1000,0.49,16,Lecture,36,200,2.5,4,1
197,0.98,6,32.3,65,1587,0.54,11,Lecture,34,200,2.0,1,1
162,0.81,12,32.67,62,1373,0.39,12,Empty,37,200,2.0,1,1
93,0.47,19,27.53,64,961,0.33,13,Empty,30,200,2.0,1,1
68,0.34,20,27.08,69,747,0.81,16,Lecture,39,200,2.5,1,1
129,0.65,13,28.74,47,1123,0.56,9,Empty,29,200,2.0,3,1
161,0.81,8,31.47,56,1430,0.28,12,Networking,35,200,2.5,3,1
125,0.62,25,27.98,73,1217,0.99,12,Networking,32,200,2.0,2,1
26,0.13,24,26.46,43,577,0.99,16,Empty,40,200,2.0,2,0
93,0.47,5,29.61,73,1012,0.45,15,Networking,35,200,2.5,1,1
23,0.12,24,26.23,54,502,0.7,16,Empty,36,200,2.0,1,-1
36,0.18,17,24.62,72,600,0.86,9,Lecture,29,200,2.0,2,1
97,0.48,8,29.25,71,1021,0.54,18,Networking,34,200,2.5,1,1
1,0.01,3,22.6,64,465,0.6,11,Empty,29,200,2.5,2,-1
185,0.93,25,33.58,66,1575,0.46,15,Lecture,39,200,2.0,2,1
7,0.04,6,23.64,56,386,0.84,10,Networking,34,200,2.0,3,-1
175,0.88,15,31.83,63,1515,0.42,10,Lecture,37,200,2.5,3,1
94,0.47,19,26.67,68,993,0.68,18,Lecture,29,200,2.5,3,0
180,0.9,10,32.04,52,1467,0.21,10,Lecture,38,200,1.5,2,1
54,0.27,9,25.98,62,646,0.52,14,Empty,41,200,1.5,2,0
34,0.17,15,24.7,63,618,0.66,17,Empty,34,200,1.5,4,0
72,0.36,12,26.51,71,806,0.66,13,Lecture,30,200,2.5,3,1
56,0.28,10,25.13,42,795,0.55,10,Networking,29,200,1.5,4,1
173,0.86,23,31.86,50,1480,0.58,11,Networking,30,200,2.0,3,1
164,0.82,5,32.48,47,1359,0.22,9,Networking,34,200,1.5,2,1
34,0.17,8,24.73,72,555,0.81,18,Lecture,33,200,2.5,3,1
196,0.98,7,33.89,65,1621,0.3,18,Empty,32,200,2.0,3,1
22,0.11,20,24.08,54,560,0.65,9,Empty,28,200,2.0,3,1
74,0.37,1,27.31,58,888,0.26,10,Empty,31,200,2.0,1,1
105,0.53,17,28.21,69,1087,0.98,14,Networking,38,200,1.5,3,1
147,0.73,14,32.5,65,1243,0.85,15,Networking,42,200,1.5,3,1
53,0.27,20,27.32,51,753,0.54,12,Lecture,40,200,1.5,3,1
36,0.18,13,25.31,55,549,0.86,9,Empty,40,200,2.0,1,-1
198,0.99,22,32.9,40,1587,0.68,15,Empty,42,200,2.5,3,1
95,0.47,2,28.09,52,1006,0.99,15,Empty,34,200,1.5,2,1
95,0.47,4,29.17,45,940,0.63,12,Networking,31,200,2.0,2,1
71,0.35,6,25.48,42,823,0.27,9,Networking,33,200,1.5,3,0
85,0.42,9,29.3,44,986,0.59,10,Lecture,39,200,2.5,1,1
153,0.77,10,29.89,49,1265,0.82,11,Empty,32,200,1.5,3,1
62,0.31,25,25.41,73,821,0.27,18,Empty,30,200,1.5,2,1
151,0.76,25,30.24,58,1248,0.96,17,Empty,38,200,1.5,2,1
147,0.73,6,32.33,52,1357,0.98,10,Networking,37,200,2.5,4,1
74,0.37,6,27.99,47,795,0.99,15,Networking,33,200,1.5,3,1
131,0.66,4,29.1,60,1145,0.63,12,Networking,40,200,1.5,1,1
119,0.59,22,30.23,57,1159,0.88,16,Lecture,31,200,1.5,1,1
169,0.84,5,33.09,70,1480,0.33,12,Lecture,39,200,1.5,2,1
51,0.26,1,24.57,65,722,0.62,10,Empty,32,200,1.5,1,0
155,0.78,20,31.18,70,1261,0.6,12,Networking,32,200,2.5,2,1
40,0.2,12,24.8,43,587,0.2,13,Lecture,29,200,2.5,3,0
59,0.29,4,27.07,67,795,0.29,9,Empty,37,200,2.0,4,1
146,0.73,11,31.27,59,1331,0.48,14,Lecture,37,200,2.0,1,1
90,0.45,22,29.73,68,862,0.79,10,Lecture,39,200,2.5,1,1
191,0.95,17,31.51,57,1496,0.88,12,Empty,32,200,1.5,2,1
70,0.35,7,26.47,68,780,0.65,16,Networking,31,200,2.5,3,0
21,0.1,7,23.88,43,597,0.48,9,Lecture,41,200,2.0,3,-1
95,0.47,14,28.54,74,930,0.63,9,Networking,36,200,2.5,2,1
181,0.91,18,32.95,52,1429,0.57,13,Empty,38,200,2.0,2,1
70,0.35,23,28.43,41,834,0.85,14,Lecture,41,200,2.5,1,1
71,0.35,1,26.32,54,790,0.38,16,Empty,29,200,2.5,4,1
126,0.63,18,29.17,53,1098,0.69,10,Lecture,36,200,2.0,3,1
9,0.04,25,24.94,60,382,0.94,11,Networking,30,200,2.0,2,-1
97,0.48,17,27.66,51,972,0.82,10,Networking,36,200,2.0,4,1
88,0.44,3,28.1,41,923,0.89,13,Networking,33,200,2.5,2,1
157,0.79,18,30.97,72,1323,0.94,16,Lecture,38,200,1.5,3,1
73,0.36,15,27.82,75,883,0.55,11,Networking,39,200,2.5,1,1
31,0.15,13,26.29,43,606,0.96,10,Lecture,36,200,2.5,2,1
138,0.69,7,29.24,53,1248,0.58,11,Empty,36,200,2.0,1,1
115,0.57,23,29.83,40,1163,0.48,14,Empty,41,200,2.5,1,1
178,0.89,6,33.53,54,1396,0.88,17,Networking,35,200,2.0,1,1
147,0.73,4,29.37,74,1277,0.81,12,Networking,30,200,2.0,3,1
50,0.25,7,25.87,41,659,0.24,18,Lecture,39,200,2.0,2,0
45,0.23,10,26.69,61,620,0.66,9,Networking,40,200,2.5,2,0
79,0.4,17,27.64,68,922,0.54,11,Lecture,34,200,1.5,2,1
87,0.43,17,29.3,56,957,0.44,13,Networking,39,200,1.5,1,1
12,0.06,18,24.84,54,516,0.25,13,Empty,36,200,2.0,1,0
112,0.56,17,29.7,66,1146,0.92,15,Lecture,40,200,2.5,4,1
111,0.56,20,30.45,60,1120,0.78,11,Empty,40,200,2.0,3,1
73,0.36,17,26.84,60,759,0.29,10,Networking,40,200,1.5,1,1
12,0.06,7,23.51,70,462,0.96,12,Networking,36,200,2.0,4,-1
114,0.57,0,29.22,48,1127,0.48,15,Networking,31,200,1.5,4,1
75,0.38,22,25.7,53,872,0.84,17,Lecture,28,200,1.5,2,1
135,0.68,22,29.63,62,1279,0.74,15,Empty,37,200,2.0,4,1
22,0.11,19,24.42,58,472,0.6,12,Networking,28,200,1.5,4,-1
23,0.12,22,25.56,42,549,0.77,17,Empty,32,200,1.5,3,0
95,0.47,12,30.39,48,1027,0.92,17,Networking,42,200,2.5,3,1
104,0.52,6,30.21,58,967,0.53,18,Empty,39,200,2.5,3,1
160,0.8,5,31.78,68,1396,0.25,14,Networking,28,200,2.0,3,1
171,0.85,18,32.41,65,1400,0.54,17,Lecture,35,200,2.5,3,1
142,0.71,23,30.98,58,1318,0.63,14,Empty,38,200,1.5,2,1
68,0.34,14,25.18,67,794,0.66,14,Lecture,29,200,2.0,1,1
132,0.66,1,30.62,66,1254,0.52,16,Empty,39,200,2.0,2,1
29,0.14,10,25.79,48,619,0.81,16,Empty,33,200,2.0,1,0
139,0.69,12,29.64,61,1244,0.96,12,Empty,29,200,2.0,1,1
113,0.56,8,29.36,68,1007,0.95,11,Lecture,28,200,2.5,1,1
37,0.18,22,23.86,43,652,0.47,11,Lecture,33,200,2.5,3,-1
79,0.4,20,26.48,53,881,0.33,18,Networking,37,200,2.5,4,-1
52,0.26,20,26.5,68,771,0.32,9,Empty,32,200,2.0,3,0
102,0.51,11,28.84,62,1036,0.59,12,Empty,29,200,1.5,4,1
104,0.52,19,27.69,45,989,0.26,11,Empty,39,200,1.5,1,1
14,0.07,6,24.52,55,443,0.84,17,Lecture,29,200,2.5,4,0
21,0.1,20,23.62,54,480,0.53,18,Empty,39,200,1.5,3,-1
74,0.37,9,27.63,64,910,0.27,15,Networking,31,200,2.5,2,1
163,0.81,25,30.96,67,1328,0.55,10,Empty,39,200,2.5,4,1
2,0.01,5,22.21,69,470,0.29,18,Empty,30,200,2.0,3,-1
91,0.46,9,27.39,69,989,0.72,13,Empty,41,200,1.5,3,1
111,0.56,2,30.71,69,1133,0.61,18,Lecture,37,200,1.5,3,1
46,0.23,14,24.96,50,750,0.23,13,Empty,28,200,1.5,1,0
12,0.06,25,23.42,44,507,0.3,14,Lecture,42,200,2.5,4,-1
65,0.33,7,26.77,62,736,0.66,9,Lecture,38,200,2.5,4,0
104,0.52,6,29.26,57,1051,0.85,12,Empty,38,200,2.5,3,1
113,0.56,18,29.71,73,1118,0.92,11,Empty,32,200,2.5,2,1
199,0.99,24,32.83,72,1666,0.32,16,Empty,39,200,2.5,3,1
53,0.27,24,26.57,67,721,0.44,13,Networking,37,200,2.0,2,-1
155,0.78,1,32.56,65,1336,0.55,17,Networking,36,200,2.5,1,1
8,0.04,9,23.77,62,508,0.26,13,Empty,35,200,2.5,4,-1
98,0.49,19,27.19,41,914,0.72,14,Lecture,36,200,1.5,2,1
46,0.23,23,26.27,75,622,0.43,14,Networking,42,200,2.5,2,1
155,0.78,11,31.11,72,1265,0.53,15,Networking,29,200,1.5,1,1
44,0.22,19,24.81,47,619,0.74,11,Empty,30,200,1.5,2,0
132,0.66,14,31.1,54,1270,0.26,16,Empty,35,200,1.5,3,1
65,0.33,5,26.87,62,832,0.3,9,Empty,35,200,2.5,3,1
139,0.69,15,29.32,62,1251,0.76,12,Empty,29,200,2.5,4,1
10,0.05,22,23.44,74,515,0.54,13,Networking,31,200,2.0,4,1
121,0.6,20,29.81,40,1173,0.24,18,Lecture,28,200,2.0,4,1
66,0.33,9,27.22,70,730,0.93,15,Lecture,28,200,1.5,4,1
10,0.05,14,25.22,50,457,0.94,13,Lecture,40,200,2.0,4,0
77,0.39,24,27.86,74,808,0.34,14,Networking,30,200,2.0,2,1
105,0.53,24,29.98,71,976,0.43,9,Lecture,41,200,2.0,1,1
97,0.48,23,27.83,57,968,0.79,13,Lecture,41,200,2.0,1,1
105,0.53,21,27.92,54,951,0.77,16,Lecture,41,200,2.5,2,1
109,0.55,7,28.99,41,1067,0.95,11,Lecture,28,200,2.0,4,1
194,0.97,17,32.18,57,1485,0.39,17,Empty,35,200,2.5,3,1
129,0.65,22,30.0,65,1206,0.39,12,Networking,28,200,2.5,1,1
44,0.22,1,26.34,58,738,0.56,13,Empty,39,200,1.5,4,0
91,0.46,6,29.11,44,976,0.99,10,Lecture,33,200,2.0,2,1
159,0.8,6,31.49,58,1323,1.0,9,Networking,38,200,1.5,2,1
149,0.74,0,29.95,46,1354,0.49,12,Networking,38,200,2.0,4,1
197,0.98,9,31.89,43,1565,0.91,18,Networking,34,200,2.0,3,1
157,0.79,17,32.04,64,1331,0.58,18,Lecture,41,200,2.5,4,1
50,0.25,18,25.39,68,692,0.77,13,Empty,38,200,2.0,4,0
112,0.56,4,29.66,54,1042,0.94,17,Lecture,39,200,2.0,4,1
46,0.23,3,24.64,54,640,0.87,16,Networking,34,200,2.5,2,0
152,0.76,2,31.37,55,1276,0.9,9,Lecture,29,200,1.5,2,1
178,0.89,21,33.82,48,1493,0.49,11,Networking,36,200,1.5,3,1
40,0.2,16,24.77,71,605,0.28,10,Empty,37,200,2.0,2,1
23,0.12,14,23.53,63,492,0.66,17,Lecture,37,200,1.5,4,-1
91,0.46,20,28.7,55,945,0.48,9,Empty,28,200,1.5,3,1
158,0.79,5,32.85,43,1408,0.52,18,Networking,40,200,2.0,1,1
53,0.27,5,25.55,49,780,0.75,13,Networking,42,200,2.0,3,0
28,0.14,1,24.22,75,627,0.29,15,Lecture,33,200,2.0,1,1
48,0.24,1,26.9,62,712,0.79,17,Lecture,38,200,2.0,3,-1
197,0.98,15,32.29,73,1611,0.94,10,Lecture,34,200,2.5,4,1
82,0.41,20,26.98,71,848,0.94,9,Empty,37,200,2.5,2,1
160,0.8,8,31.07,66,1332,0.26,17,Networking,36,200,2.5,2,1
181,0.91,20,33.1,61,1509,0.48,11,Lecture,38,200,2.5,1,1
176,0.88,13,30.69,70,1466,0.74,9,Networking,31,200,1.5,4,1
170,0.85,19,30.96,54,1450,0.41,10,Networking,37,200,2.5,2,1
25,0.12,2,23.74,67,582,0.38,11,Lecture,32,200,2.5,1,-1
50,0.25,14,24.5,59,681,0.92,9,Lecture,31,200,1.5,1,1
76,0.38,7,26.47,63,843,0.61,11,Empty,37,200,2.0,2,0
164,0.82,21,30.71,48,1426,0.88,9,Networking,40,200,2.5,2,1
33,0.17,4,24.93,74,562,0.53,10,Empty,36,200,2.0,2,1
42,0.21,22,24.76,50,603,0.2,11,Lecture,34,200,2.0,3,0
67,0.34,17,26.54,54,846,0.75,18,Lecture,31,200,1.5,3,0
0,0.0,20,24.07,54,366,0.53,9,Lecture,42,200,2.0,1,1
30,0.15,3,25.45,59,657,0.84,10,Empty,35,200,1.5,3,1
181,0.91,21,31.57,71,1421,0.84,15,Lecture,37,200,2.5,2,1
42,0.21,9,24.52,60,728,0.91,12,Networking,35,200,2.0,1,1
111,0.56,8,28.38,75,991,0.69,18,Empty,40,200,1.5,3,1
94,0.47,23,27.93,59,918,0.9,11,Networking,42,200,2.0,4,1
116,0.58,18,28.74,70,1037,0.84,10,Networking,38,200,1.5,2,1
156,0.78,21,31.34,61,1335,0.49,11,Lecture,40,200,2.5,1,1
12,0.06,16,24.49,54,502,0.79,10,Empty,31,200,1.5,2,-1
52,0.26,23,25.63,62,665,0.32,11,Empty,37,200,1.5,2,0
162,0.81,16,29.97,61,1331,0.64,10,Networking,29,200,2.0,1,1
140,0.7,18,31.21,60,1190,0.33,12,Lecture,33,200,2.0,2,1
41,0.2,23,25.8,73,690,0.25,15,Lecture,29,200,2.0,1,1
132,0.66,9,30.28,75,1237,0.72,9,Lecture,31,200,2.5,2,1
41,0.2,9,26.22,46,674,0.52,17,Networking,32,200,2.0,2,0
12,0.06,24,25.34,71,476,0.51,11,Networking,35,200,2.5,2,1
153,0.77,7,29.71,64,1247,0.88,13,Networking,32,200,2.0,4,1
138,0.69,18,30.61,40,1290,0.43,15,Networking,32,200,1.5,1,1
104,0.52,9,28.67,58,977,0.38,9,Networking,38,200,2.0,1,1
93,0.47,16,28.87,57,945,0.57,12,Empty,37,200,2.5,4,1
182,0.91,2,33.01,46,1569,0.39,16,Networking,42,200,1.5,3,1
3,0.01,24,24.4,60,458,0.62,9,Empty,41,200,2.0,3,0
121,0.6,9,30.39,44,1128,0.69,9,Lecture,36,200,2.5,4,1
126,0.63,13,29.69,62,1083,0.84,15,Lecture,34,200,2.0,2,1
59,0.29,0,26.43,57,802,0.48,12,Lecture,34,200,2.0,3,0
171,0.85,20,30.19,69,1455,0.87,17,Empty,29,200,1.5,3,1
161,0.81,22,30.19,63,1398,0.86,16,Empty,29,200,1.5,4,1
178,0.89,12,33.81,57,1419,0.5,13,Lecture,35,200,1.5,4,1
25,0.12,0,24.43,54,537,0.84,12,Lecture,41,200,2.0,1,-1
103,0.52,14,27.48,50,1037,0.47,10,Empty,31,200,2.5,3,1
58,0.29,4,27.49,46,702,0.28,13,Lecture,40,200,1.5,1,1
191,0.95,23,33.96,57,1555,0.91,9,Lecture,31,200,1.5,3,1
177,0.89,2,32.53,63,1464,0.78,9,Networking,34,200,2.0,4,1
6,0.03,18,23.02,50,501,0.91,17,Empty,31,200,2.0,2,-1
5,0.03,22,24.33,47,470,0.61,18,Lecture,28,200,1.5,4,0
144,0.72,16,29.97,54,1204,0.85,9,Lecture,39,200,2.0,1,1
145,0.72,13,30.71,62,1321,0.33,17,Lecture,38,200,2.0,3,1
134,0.67,19,31.95,56,1199,0.51,15,Lecture,38,200,2.0,2,1
153,0.77,16,30.59,57,1393,0.78,17,Empty,30,200,1.5,3,1
137,0.69,21,30.92,56,1216,0.48,16,Lecture,40,200,2.0,4,1
25,0.12,15,23.3,56,562,0.89,9,Empty,29,200,1.5,3,-1
95,0.47,3,27.76,70,1033,0.45,15,Networking,36,200,2.5,4,1
192,0.96,1,33.36,50,1567,0.65,18,Networking,32,200,2.0,1,1
83,0.41,1,27.18,49,834,0.21,10,Lecture,31,200,2.5,2,1
188,0.94,23,32.5,70,1585,0.32,9,Lecture,34,200,2.0,4,1
88,0.44,13,27.52,44,990,0.92,12,Networking,31,200,2.0,2,1
127,0.64,21,29.08,72,1240,0.94,12,Empty,33,200,1.5,2,1
121,0.6,18,29.3,67,1151,0.81,16,Lecture,34,200,1.5,3,1
82,0.41,1,27.56,73,967,0.41,11,Lecture,29,200,2.5,3,1
95,0.47,2,27.31,47,989,0.35,11,Empty,35,200,2.5,2,1
22,0.11,6,25.45,43,469,0.42,15,Empty,30,200,2.0,1,0
111,0.56,12,28.23,53,1034,0.56,17,Networking,41,200,2.5,3,1
45,0.23,2,25.38,55,643,0.58,10,Empty,38,200,2.0,1,1
85,0.42,3,26.82,50,944,0.36,10,Empty,29,200,2.5,1,0
27,0.14,21,24.13,64,630,0.34,15,Networking,38,200,2.0,4,0
132,0.66,23,31.02,41,1142,0.94,9,Networking,32,200,1.5,1,1
68,0.34,21,27.41,48,793,0.81,10,Empty,42,200,2.5,1,1
26,0.13,5,24.71,57,563,0.69,14,Empty,32,200,1.5,2,-1
45,0.23,25,26.79,61,647,0.73,16,Lecture,33,200,2.0,2,-1
53,0.27,0,27.89,69,647,0.3,14,Lecture,42,200,1.5,1,1
85,0.42,1,28.73,71,924,0.3,9,Empty,38,200,2.0,1,1
118,0.59,13,28.28,75,1187,0.23,16,Lecture,33,200,1.5,1,1
0,0.0,13,23.2,67,455,0.64,18,Empty,41,200,2.5,1,-1
199,0.99,24,35.57,61,1658,0.59,13,Empty,42,200,1.5,4,1
2,0.01,17,22.32,45,445,0.82,16,Empty,34,200,2.5,3,-1
170,0.85,8,33.4,42,1479,0.2,16,Lecture,38,200,1.5,2,1
149,0.74,5,32.36,62,1354,0.27,15,Lecture,39,200,2.0,4,1
161,0.81,16,32.89,46,1306,0.36,13,Lecture,36,200,2.5,4,1
176,0.88,20,32.03,69,1507,0.55,16,Lecture,36,200,1.5,2,1
40,0.2,12,24.31,73,591,0.85,17,Empty,37,200,1.5,4,1
142,0.71,13,30.3,73,1280,0.49,14,Empty,31,200,1.5,2,1
69,0.34,9,25.95,49,784,0.31,9,Empty,33,200,2.0,4,0
185,0.93,8,33.67,65,1523,0.39,18,Lecture,41,200,2.0,3,1
144,0.72,22,31.68,41,1298,1.0,14,Networking,37,200,2.5,4,1
153,0.77,4,32.14,44,1299,0.77,18,Lecture,36,200,2.5,3,1
1,0.01,0,23.7,43,373,0.78,17,Networking,38,200,2.0,2,-1
192,0.96,9,32.18,42,1494,0.68,14,Lecture,39,200,2.0,2,1
59,0.29,20,26.38,52,784,0.55,13,Networking,37,200,1.5,2,1
0,0.0,21,23.27,65,480,0.8,14,Networking,41,200,2.5,4,-1
59,0.29,13,26.4,42,709,0.5,9,Networking,42,200,2.0,2,0
56,0.28,17,25.65,62,726,0.99,13,Networking,30,200,1.5,4,1
86,0.43,17,29.0,72,983,0.71,12,Empty,34,200,2.0,2,1
43,0.21,25,26.66,41,645,0.7,14,Networking,42,200,2.0,3,0
191,0.95,7,32.07,71,1498,0.92,16,Lecture,36,200,1.5,2,1
115,0.57,10,30.59,40,1119,0.34,15,Empty,39,200,1.5,2,1
146,0.73,2,32.01,75,1199,0.27,15,Lecture,33,200,1.5,3,1
24,0.12,12,24.12,69,483,0.87,9,Networking,34,200,2.5,3,-1
84,0.42,16,26.24,40,964,0.92,13,Empty,34,200,2.0,1,1
30,0.15,10,26.59,70,506,0.44,12,Networking,41,200,2.0,2,0
185,0.93,6,31.54,66,1563,0.83,18,Lecture,30,200,2.5,3,1
12,0.06,9,24.81,59,416,0.87,10,Lecture,36,200,2.5,2,0
1,0.01,21,23.58,74,465,0.23,17,Networking,34,200,2.0,3,1
165,0.82,0,33.1,71,1367,0.78,17,Lecture,38,200,2.0,1,1
114,0.57,16,29.65,59,1151,0.52,13,Empty,38,200,2.0,3,1
173,0.86,19,32.61,55,1393,0.86,12,Lecture,33,200,1.5,2,1
85,0.42,13,26.36,40,954,0.85,11,Lecture,28,200,1.5,2,0
130,0.65,3,29.72,46,1256,0.32,17,Empty,36,200,2.0,2,1
5,0.03,21,23.65,57,428,0.76,15,Empty,32,200,2.0,3,-1
84,0.42,1,27.6,49,919,0.49,18,Networking,29,200,1.5,3,1
199,0.99,2,32.88,61,1657,0.48,13,Networking,29,200,2.5,4,1
49,0.24,9,25.69,59,657,0.45,11,Empty,36,200,2.5,4,0
110,0.55,10,27.31,73,1073,0.49,15,Empty,33,200,2.5,2,1
39,0.2,15,26.41,40,606,0.58,11,Lecture,42,200,1.5,4,0
39,0.2,19,24.47,72,704,0.37,13,Empty,28,200,1.5,3,1
68,0.34,9,27.51,45,858,0.8,11,Empty,42,200,2.0,1,1
142,0.71,2,30.55,43,1238,0.65,10,Lecture,37,200,2.5,3,1
75,0.38,15,26.04,73,801,0.95,13,Empty,37,200,2.5,4,1
148,0.74,2,30.39,48,1239,0.44,9,Empty,35,200,1.5,4,1
138,0.69,1,29.62,63,1258,0.61,14,Lecture,31,200,2.0,4,1
58,0.29,25,26.16,59,786,0.69,11,Networking,41,200,2.5,4,0
199,0.99,24,32.74,69,1652,0.87,10,Networking,31,200,1.5,2,1
136,0.68,5,30.44,68,1177,0.27,15,Networking,40,200,2.5,4,1
30,0.15,17,24.71,58,528,0.67,13,Lecture,28,200,2.5,1,0
13,0.07,22,23.33,52,533,0.31,13,Networking,33,200,1.5,2,-1
189,0.94,17,31.99,46,1487,0.57,13,Networking,28,200,1.5,4,1
41,0.2,4,25.07,69,644,0.83,10,Empty,39,200,2.5,2,0
155,0.78,23,31.12,62,1303,0.67,14,Networking,30,200,1.5,4,1
151,0.76,13,30.0,54,1380,0.4,17,Empty,38,200,2.5,1,1
24,0.12,4,25.35,71,507,0.5,15,Lecture,29,200,2.0,3,1
113,0.56,20,28.82,61,1019,0.92,17,Empty,41,200,2.0,3,1
22,0.11,17,24.33,43,518,0.86,18,Lecture,38,200,2.0,3,1
185,0.93,13,33.48,54,1491,0.51,18,Lecture,41,200,1.5,3,1
151,0.76,17,30.34,68,1385,0.61,11,Networking,31,200,2.5,4,1
195,0.97,8,31.81,75,1509,0.93,14,Networking,29,200,2.5,2,1
